Rank	   Word	Part of speech	Frequency	Dispersion
2677	   portrait	n	12340	0.94
2678	   paint	n	12673	0.91
2679	   survival	n	12335	0.94
2680	   roughly	r	12200	0.95
2681	   lawsuit	n	12656	0.91
2682	   bottom	j	12169	0.95
2683	   testimony	n	12679	0.91
2684	   bunch	n	12225	0.95
2685	   beat	n	13118	0.88
2686	   wind	v	12054	0.96
2687	   found	v	12376	0.93
2688	   burden	n	12054	0.96
2689	   react	v	11874	0.97
2690	   chamber	n	12034	0.96
2691	   furniture	n	12461	0.92
2692	   cooperation	n	12833	0.90
2693	   string	n	11974	0.96
2694	   ceremony	n	11923	0.97
2695	   communicate	v	12179	0.95
2696	   taste	v	12397	0.93
2697	   cheek	n	13411	0.86
2698	   lost	j	11886	0.97
2699	   profile	n	12089	0.95
2700	   mechanism	n	12948	0.89
2701	   disagree	v	12280	0.93
2702	   like	r	13238	0.87
2703	   penalty	n	12310	0.93
2704	   match	n	12025	0.95
2705	   ie	r	13724	0.83
2706	   advance	v	12056	0.95
2707	   resort	n	12379	0.92
2708	   destruction	n	12356	0.92
2709	   bear	n	12194	0.94
2710	   unlikely	j	11869	0.96
2711	   tissue	n	12342	0.92
2712	   constitutional	j	12567	0.91
2713	   pant	n	12457	0.91
2714	   stranger	n	12261	0.93
2715	   infection	n	12402	0.92
2716	   cabinet	n	11846	0.96
2717	   broken	j	12097	0.94
2718	   apple	n	12172	0.93
2719	   electric	j	12007	0.95
2720	   proceed	v	11808	0.96
2721	   track	v	11773	0.96
2722	   bet	v	12079	0.94
2723	   literary	j	12801	0.88
2724	   virus	n	12106	0.93
2725	   stupid	j	12467	0.91
2726	   dispute	n	12203	0.93
2727	   fortune	n	11815	0.96
2728	   strategic	j	12347	0.92
2729	   assistant	n	11828	0.96
2730	   overcome	v	11801	0.96
2731	   remarkable	j	11683	0.96
2732	   occupy	v	11756	0.96
2733	   statistics	n	12086	0.93
2734	   shopping	n	11957	0.94
2735	   cousin	n	12155	0.93
2736	   encounter	v	11974	0.94
2737	   wipe	v	12435	0.91
2738	   initially	r	12022	0.94
2739	   blind	j	12005	0.94
2740	   white	n	11815	0.95
2741	   port	n	11893	0.95
2742	   honor	v	11653	0.96
2743	   electricity	n	11954	0.94
2744	   genetic	j	12069	0.93
2745	   adviser	n	12112	0.93
2746	   pay	n	11883	0.94
2747	   spokesman	n	12689	0.88
2748	   retain	v	12041	0.93
2749	   latter	d	12527	0.89
2750	   incentive	n	12105	0.92
2751	   slave	n	11863	0.94
2752	   chemical	j	12006	0.93
2753	   translate	v	11722	0.95
2754	   accurate	j	11842	0.94
2755	   whereas	c	12668	0.88
2756	   terror	n	12342	0.90
2757	   though	r	12073	0.92
2758	   expansion	n	12054	0.92
2759	   elite	n	12329	0.90
2760	   Olympic	j	13072	0.85
2761	   dirt	n	12063	0.92
2762	   odd	j	11849	0.94
2763	   rice	n	11944	0.93
2764	   bullet	n	11706	0.95
2765	   tight	j	11641	0.95
2766	   Bible	n	11539	0.96
2767	   chart	n	11861	0.93
2768	   solar	j	12121	0.91
2769	   decline	n	11956	0.92
2770	   conservative	n	11941	0.92
2771	   process	v	11940	0.92
2772	   square	j	11630	0.95
2773	   stick	n	11795	0.94
2774	   concentration	n	12146	0.91
2775	   complicated	j	11306	0.98
2776	   gently	r	12233	0.90
2777	   champion	n	12247	0.90
2778	   scenario	n	11747	0.94
2779	   telescope	n	12754	0.86
2780	   reflection	n	11882	0.93
2781	   revolution	n	11800	0.93
2782	   strip	n	11543	0.95
2783	   interpret	v	12321	0.89
2784	   friendly	j	11360	0.97
2785	   tournament	n	12684	0.87
2786	   fiction	n	11701	0.94
2787	   detect	v	11776	0.93
2788	   balance	v	11536	0.95
2789	   likely	r	11551	0.95
2790	   tremendous	j	11678	0.94
2791	   lifetime	n	11293	0.97
2792	   recommendation	n	11824	0.93
2793	   flow	v	11365	0.96
2794	   senator	n	12091	0.91
2795	   market	v	11650	0.94
2796	   hunting	n	12100	0.90
2797	   salad	n	12103	0.90
2798	   guarantee	v	11430	0.96
2799	   innocent	j	11530	0.95
2800	   boundary	n	12082	0.90
2801	   pause	v	12583	0.87
2802	   remote	j	11346	0.96
2803	   satisfaction	n	12237	0.89
2804	   journal	n	11849	0.92
2805	   bench	n	11666	0.93
2806	   lover	n	11499	0.95
2807	   raw	j	11310	0.96
2808	   awareness	n	12013	0.91
2809	   surprising	j	11327	0.96
2810	   withdraw	v	11352	0.96
2811	   general	n	11344	0.96
2812	   deck	n	11830	0.92
2813	   similarly	r	12180	0.89
2814	   newly	r	11388	0.95
2815	   pole	n	11446	0.95
2816	   testify	v	11843	0.91
2817	   mode	n	12107	0.89
2818	   dialogue	n	11706	0.92
2819	   imply	v	12061	0.90
2820	   naturally	r	11304	0.96
2821	   mutual	j	11566	0.93
2822	   founder	n	11570	0.93
2823	   top	i	11397	0.95
2824	   advanced	j	11626	0.93
2825	   pride	n	11107	0.97
2826	   dismiss	v	11160	0.97
2827	   aircraft	n	11591	0.93
2828	   delivery	n	11323	0.95
2829	   mainly	r	11367	0.95
2830	   bake	v	12253	0.88
2831	   freeze	v	11596	0.93
2832	   platform	n	11209	0.96
2833	   finance	n	11501	0.94
2834	   sink	v	11592	0.93
2835	   attractive	j	11119	0.97
2836	   respect	v	11083	0.97
2837	   diverse	j	12015	0.89
2838	   relevant	j	12212	0.88
2839	   ideal	j	11609	0.92
2840	   joy	n	11171	0.96
2841	   worth	n	11237	0.95
2842	   regularly	r	11329	0.95
2843	   working	j	11200	0.96
2844	   singer	n	11277	0.95
2845	   evolve	v	11442	0.93
2846	   shooting	n	11633	0.92
2847	   partly	r	11132	0.96
2848	   unknown	j	11095	0.96
2849	   assistant	j	11391	0.94
2850	   offense	n	11680	0.91
2851	   counter	n	11676	0.91
2852	   DNA	n	11580	0.92
2853	   smell	n	12123	0.88
2854	   potentially	r	11387	0.94
2855	   transfer	n	11830	0.90
2856	   thirty	m	11637	0.92
2857	   justify	v	11409	0.93
2858	   protest	n	11181	0.95
2859	   crash	n	11250	0.94
2860	   craft	n	11559	0.92
2861	   treaty	n	11689	0.91
2862	   terrorist	n	12169	0.87
2863	   insight	n	11591	0.92
2864	   possess	v	11474	0.93
2865	   politically	r	11324	0.94
2866	   tap	v	11279	0.94
2867	   lie	n	11199	0.95
2868	   extensive	j	11580	0.92
2869	   episode	n	11070	0.96
2870	   double	v	11195	0.95
2871	   swim	v	11342	0.93
2872	   tire	v	11494	0.92
2873	   fault	n	11116	0.95
2874	   loose	j	11299	0.94
2875	   free	v	10898	0.97
2876	   shortly	r	10864	0.97
2877	   originally	r	10995	0.96
2878	   considerable	j	11544	0.91
2879	   prior	i	11746	0.90
2880	   intellectual	j	11842	0.89
2881	   mix	n	11247	0.94
2882	   assault	n	11039	0.95
2883	   relax	v	11202	0.94
2884	   stair	n	12171	0.86
2885	   adventure	n	11031	0.95
2886	   external	j	12260	0.86
2887	   proof	n	10775	0.97
2888	   confident	j	10831	0.97
2889	   headquarters	n	11135	0.94
2890	   sudden	j	11370	0.92
2891	   dirty	j	11112	0.94
2892	   violation	n	11154	0.94
2893	   tongue	n	11674	0.89
2894	   license	n	10943	0.95
2895	   hold	n	10984	0.95
2896	   shelter	n	10891	0.96
2897	   rub	v	11695	0.89
2898	   controversy	n	11054	0.94
2899	   entrance	n	11121	0.94
2900	   favorite	n	11134	0.94
2901	   practice	v	10858	0.96
2902	   properly	r	10783	0.97
2903	   fade	v	11373	0.92
2904	   defensive	j	11442	0.91
2905	   tragedy	n	11039	0.94
2906	   net	n	10918	0.95
2907	   characterize	v	11799	0.88
2908	   funeral	n	11086	0.94
2909	   profession	n	11469	0.91
2910	   alter	v	11106	0.94
2911	   spot	v	11143	0.93
2912	   constitute	v	11945	0.87
2913	   establishment	n	11355	0.91
2914	   squeeze	v	11280	0.92
2915	   imagination	n	10913	0.95
2916	   target	v	10960	0.95
2917	   mask	n	11196	0.93
2918	   convert	v	10990	0.94
2919	   comprehensive	j	11602	0.89
2920	   prominent	j	10948	0.95
2921	   presentation	n	11372	0.91
2922	   regardless	r	11042	0.94
2923	   easy	r	10790	0.96
2924	   load	v	10736	0.96
2925	   stable	j	10964	0.94
2926	   introduction	n	11483	0.90
2927	   appeal	v	10745	0.96
2928	   pretend	v	11330	0.91
2929	   not	c	11295	0.91
2930	   elderly	j	10976	0.94
2931	   representation	n	12063	0.85
2932	   deer	n	11665	0.88
2933	   split	v	10593	0.97
2934	   violate	v	10822	0.95
2935	   partnership	n	11115	0.92
2936	   pollution	n	11396	0.90
2937	   emission	n	11688	0.88
2938	   steady	j	10715	0.96
2939	   vital	j	10866	0.94
2940	   neither	d	10587	0.97
2941	   fate	n	10521	0.97
2942	   earnings	n	11324	0.90
2943	   oven	n	11454	0.89
2944	   distinction	n	11383	0.90
2945	   segment	n	10850	0.94
2946	   nowhere	r	10658	0.96
2947	   poet	n	10840	0.94
2948	   mere	j	10778	0.95
2949	   exciting	j	10595	0.96
2950	   variation	n	11403	0.89
2951	   comfort	n	10674	0.95
2952	   radical	j	10924	0.93
2953	   stress	v	10951	0.93
2954	   adapt	v	10987	0.93
2955	   Irish	j	10833	0.94
2956	   honey	n	11009	0.92
2957	   correspondent	n	12008	0.85
2958	   pale	j	11598	0.88
2959	   musician	n	10580	0.96
2960	   significance	n	11520	0.88
2961	   load	n	10869	0.93
2962	   round	j	10771	0.94
2963	   vessel	n	10920	0.93
2964	   storage	n	10893	0.93
2965	   flee	v	10508	0.96
2966	   mm-hmm	u	13755	0.73
2967	   leather	n	11155	0.91
2968	   distribute	v	10747	0.94
2969	   evolution	n	11066	0.91
2970	   ill	j	10446	0.97
2971	   tribe	n	10855	0.93
2972	   shelf	n	10741	0.94
2973	   can	n	10718	0.94
2974	   grandfather	n	11003	0.91
2975	   lawn	n	10815	0.93
2976	   buyer	n	10953	0.92
2977	   dining	n	10843	0.92
2978	   wisdom	n	10561	0.95
2979	   council	n	10695	0.94
2980	   vulnerable	j	10397	0.96
2981	   instance	n	10885	0.92
2982	   garlic	n	11449	0.87
2983	   capability	n	10906	0.92
2984	   poetry	n	10671	0.94
2985	   celebrity	n	10756	0.93
2986	   gradually	r	10537	0.95
2987	   stability	n	10901	0.91
2988	   doubt	v	10352	0.96
2989	   fantasy	n	10448	0.95
2990	   scared	j	10752	0.93
2991	   guide	v	10524	0.94
2992	   plot	n	10484	0.95
2993	   framework	n	11710	0.85
2994	   gesture	n	10739	0.92
2995	   depending	i	10461	0.95
2996	   ongoing	j	10721	0.92
2997	   psychology	n	11316	0.88
2998	   since	r	10334	0.96
2999	   counselor	n	12170	0.81
3000	   witness	v	10178	0.97
3001	   chapter	n	10579	0.94
3002	   fellow	n	10339	0.96
3003	   divorce	n	10322	0.96
3004	   owe	v	10141	0.97
3005	   pipe	n	10432	0.95
3006	   athletic	j	10803	0.91
3007	   slight	j	10500	0.94
3008	   math	n	10430	0.94
3009	   shade	n	10677	0.92
3010	   tail	n	10663	0.92
3011	   sustain	v	10550	0.93
3012	   mount	v	10303	0.96
3013	   obligation	n	10538	0.93
3014	   angle	n	10456	0.94
3015	   palm	n	11014	0.89
3016	   differ	v	11222	0.88
3017	   custom	n	10408	0.94
3018	   store	v	10446	0.94
3019	   economist	n	10625	0.92
3020	   fifteen	m	10739	0.91
3021	   soup	n	10571	0.93
3022	   celebration	n	10209	0.96
3023	   efficient	j	10452	0.94
3024	   damage	v	10163	0.96
3025	   composition	n	10961	0.89
3026	   satisfy	v	10194	0.96
3027	   pile	n	10594	0.92
3028	   briefly	r	10125	0.97
3029	   carbon	n	10799	0.90
3030	   closer	j	9976	0.98
3031	   consume	v	10308	0.95
3032	   scheme	n	10428	0.93
3033	   crack	n	10330	0.94
3034	   frequency	n	11284	0.86
3035	   tobacco	n	10600	0.92
3036	   survivor	n	10317	0.94
3037	   besides	r	10537	0.92
3038	   in	c	9996	0.97
3039	   psychologist	n	10698	0.91
3040	   wealthy	j	10054	0.96
3041	   galaxy	n	11159	0.87
3042	   given	j	10622	0.91
3043	   fund	v	10218	0.95
3044	   ski	n	11656	0.83
3045	   limitation	n	11038	0.88
3046	   OK	j	10733	0.90
3047	   trace	v	10033	0.96
3048	   appointment	n	9993	0.97
3049	   preference	n	10833	0.89
3050	   meter	n	10246	0.94
3051	   explosion	n	10148	0.95
3052	   arrest	n	10250	0.94
3053	   publicly	r	10169	0.95
3054	   incredible	j	10342	0.93
3055	   fighter	n	10306	0.94
3056	   rapid	j	10427	0.92
3057	   admission	n	10356	0.93
3058	   hunter	n	10839	0.89
3059	   educate	v	10171	0.95
3060	   painful	j	9896	0.97
3061	   friendship	n	10130	0.95
3062	   aide	n	10335	0.93
3063	   infant	n	10205	0.94
3064	   calculate	v	10485	0.92
3065	   fifty	m	10524	0.91
3066	   rid	v	10104	0.95
3067	   porch	n	10894	0.88
3068	   tendency	n	10642	0.90
3069	   uniform	n	10193	0.94
3070	   formation	n	10553	0.91
3071	   scholarship	n	10305	0.93
3072	   reservation	n	10215	0.94
3073	   efficiency	n	10579	0.91
3074	   waste	v	9956	0.96
3075	   qualify	v	10090	0.95
3076	   mall	n	10189	0.94
3077	   derive	v	10913	0.87
3078	   scandal	n	10403	0.92
3079	   PC	n	11072	0.86
3080	   helpful	j	10120	0.94
3081	   impress	v	9896	0.96
3082	   heel	n	10288	0.93
3083	   resemble	v	10050	0.95
3084	   privacy	n	9956	0.96
3085	   fabric	n	10320	0.92
3086	   surprise	v	10023	0.95
3087	   contest	n	10002	0.95
3088	   proportion	n	10521	0.90
3089	   guideline	n	10303	0.92
3090	   rifle	n	10204	0.93
3091	   maintenance	n	10167	0.93
3092	   conviction	n	9834	0.96
3093	   trick	n	10041	0.94
3094	   organic	j	10572	0.89
3095	   tent	n	10110	0.94
3096	   examination	n	10722	0.88
3097	   publisher	n	10282	0.92
3098	   strengthen	v	10159	0.93
3099	   French	n	9845	0.96
3100	   proposed	j	10288	0.92
3101	   myth	n	10161	0.93
3102	   sophisticated	j	9886	0.95
3103	   cow	n	10032	0.94
3104	   etc	r	10112	0.93
3105	   standing	n	9691	0.97
3106	   asleep	j	10684	0.88
3107	   tennis	n	9985	0.94
3108	   nerve	n	9933	0.94
3109	   barrel	n	9951	0.94
3110	   bombing	n	10462	0.90
3111	   membership	n	10273	0.91
3112	   ratio	n	10457	0.90
3113	   menu	n	10238	0.91
3114	   purchase	n	10001	0.94
3115	   controversial	j	9918	0.94
3116	   desperate	j	9795	0.96
3117	   rate	v	10244	0.91
3118	   lifestyle	n	9904	0.94
3119	   humor	n	9654	0.97
3120	   loud	j	10324	0.90
3121	   glove	n	10218	0.91
3122	   suspect	n	10204	0.91
3123	   sufficient	j	10275	0.91
3124	   narrative	n	10954	0.85
3125	   photographer	n	9739	0.96
3126	   helicopter	n	9986	0.93
3127	   Catholic	n	9955	0.94
3128	   modest	j	9746	0.96
3129	   provider	n	10196	0.91
3130	   delay	n	9868	0.94
3131	   agricultural	j	10535	0.88
3132	   explode	v	9821	0.95
3133	   stroke	n	9891	0.94
3134	   scope	n	10115	0.92
3135	   punishment	n	9986	0.93
3136	   handful	n	9735	0.95
3137	   badly	r	9652	0.96
3138	   horizon	n	9857	0.94
3139	   curious	j	9738	0.95
3140	   downtown	j	10172	0.91
3141	   girlfriend	n	9832	0.94
3142	   prompt	v	9741	0.95
3143	   request	v	9619	0.96
3144	   cholesterol	n	10641	0.87
3145	   absorb	v	9762	0.95
3146	   adjustment	n	10309	0.90
3147	   taxpayer	n	10113	0.91
3148	   eager	j	9627	0.96
3149	   principal	n	9920	0.93
3150	   detailed	j	10006	0.92
3151	   motivation	n	10566	0.87
3152	   assignment	n	9874	0.93
3153	   restriction	n	9928	0.93
3154	   across	r	9825	0.94
3155	   Palestinian	n	10484	0.88
3156	   laboratory	n	9972	0.92
3157	   workshop	n	9926	0.93
3158	   differently	r	9565	0.96
3159	   auto	n	10006	0.92
3160	   romantic	j	9561	0.96
3161	   cotton	n	9734	0.94
3162	   motor	n	9977	0.92
3163	   sue	v	9797	0.94
3164	   flavor	n	10143	0.91
3165	   overlook	v	9553	0.96
3166	   float	v	9982	0.92
3167	   undergo	v	9826	0.93
3168	   sequence	n	10041	0.91
3169	   demonstration	n	9729	0.94
3170	   jet	n	9690	0.95
3171	   orange	j	9755	0.94
3172	   consumption	n	10162	0.90
3173	   assert	v	10125	0.90
3174	   blade	n	10394	0.88
3175	   temporary	j	9465	0.96
3176	   medication	n	9789	0.93
3177	   print	v	9508	0.96
3178	   cabin	n	9955	0.92
3179	   bite	v	9982	0.91
3180	   relative	j	10283	0.89
3181	   edition	n	9638	0.95
3182	   valley	n	9708	0.94
3183	   yours	p	10004	0.91
3184	   pitch	n	9586	0.95
3185	   pine	n	9824	0.93
3186	   brilliant	j	9493	0.96
3187	   versus	i	10007	0.91
3188	   manufacturing	n	9822	0.92
3189	   risk	v	9285	0.98
3190	   Christian	n	9751	0.93
3191	   complex	n	9573	0.95
3192	   absolute	j	9622	0.94
3193	   chef	n	10131	0.89
3194	   discrimination	n	9872	0.92
3195	   offensive	j	9902	0.91
3196	   German	n	9586	0.94
3197	   suit	v	9477	0.95
3198	   boom	n	9457	0.96
3199	   register	v	9389	0.96
3200	   appoint	v	9541	0.95
3201	   heritage	n	9670	0.93
3202	   God	n	9694	0.93
3203	   terrorist	j	10390	0.87
3204	   dominant	j	10143	0.89
3205	   successfully	r	9728	0.93
3206	   shit	n	11047	0.82
3207	   lemon	n	10095	0.89
3208	   hungry	j	9653	0.93
3209	   sense	v	9697	0.93
3210	   dry	v	9678	0.93
3211	   wander	v	9822	0.92
3212	   submit	v	9507	0.95
3213	   economics	n	9758	0.92
3214	   naked	j	9897	0.91
3215	   anticipate	v	9345	0.96
3216	   nut	n	9605	0.94
3217	   legacy	n	9461	0.95
3218	   extension	n	9672	0.93
3219	   shrug	v	10689	0.84
3220	   fly	n	9689	0.93
3221	   battery	n	9793	0.92
3222	   arrival	n	9302	0.97
3223	   legitimate	j	9543	0.94
3224	   orientation	n	10613	0.85
3225	   inflation	n	9758	0.92
3226	   cope	v	9952	0.90
3227	   flame	n	9716	0.92
3228	   cluster	n	9821	0.91
3229	   host	v	9750	0.92
3230	   wound	n	9404	0.95
3231	   dependent	j	10029	0.89
3232	   shower	n	9624	0.93
3233	   institutional	j	10397	0.86
3234	   depict	v	9721	0.92
3235	   operating	n	9480	0.94
3236	   flesh	n	9867	0.90
3237	   garage	n	9573	0.93
3238	   operator	n	9351	0.95
3239	   instructor	n	9912	0.90
3240	   collapse	v	9163	0.97
3241	   borrow	v	9150	0.97
3242	   furthermore	r	10349	0.86
3243	   comedy	n	9596	0.93
3244	   mortgage	n	10022	0.89
3245	   sanction	n	10163	0.87
3246	   civilian	j	9684	0.92
3247	   twelve	m	9638	0.92
3248	   weekly	j	9297	0.95
3249	   habitat	n	9665	0.92
3250	   grain	n	9520	0.93
3251	   brush	v	9806	0.90
3252	   consciousness	n	9758	0.91
3253	   devote	v	9326	0.95
3254	   crack	v	9334	0.94
3255	   measurement	n	10187	0.87
3256	   province	n	9491	0.93
3257	   ease	v	9247	0.95
3258	   seize	v	9106	0.97
3259	   ethics	n	9561	0.92
3260	   nomination	n	9698	0.91
3261	   permission	n	9298	0.95
3262	   wise	j	9101	0.97
3263	   actress	n	9448	0.93
3264	   summit	n	9628	0.91
3265	   acid	n	9772	0.90
3266	   odds	n	9094	0.96
3267	   gifted	j	10941	0.80
3268	   frustration	n	9005	0.97
3269	   medium	n	9523	0.92
3270	   function	v	9570	0.91
3271	   physically	r	9039	0.97
3272	   grant	n	9372	0.93
3273	   distinguish	v	9664	0.90
3274	   shore	n	9191	0.95
3275	   repeatedly	r	9059	0.96
3276	   lung	n	9206	0.95
3277	   firm	j	9036	0.97
3278	   running	j	9271	0.94
3279	   correct	v	8988	0.97
3280	   distinct	j	9682	0.90
3281	   artistic	j	9423	0.93
3282	   discourse	n	10560	0.83
3283	   basket	n	9316	0.94
3284	   ah	u	9788	0.89
3285	   fighting	n	9274	0.94
3286	   impressive	j	9100	0.95
3287	   competitor	n	9377	0.93
3288	   ugly	j	9267	0.94
3289	   worried	j	9215	0.94
3290	   portray	v	9202	0.94
3291	   powder	n	9639	0.90
3292	   ghost	n	9564	0.91
3293	   persuade	v	8998	0.96
3294	   moderate	j	9220	0.94
3295	   subsequent	j	9796	0.89
3296	   continued	j	9402	0.92
3297	   cookie	n	9480	0.91
3298	   carrier	n	9251	0.94
3299	   cooking	n	9403	0.92
3300	   frequent	j	9267	0.93
3301	   ban	v	9226	0.94
3302	   swing	n	9214	0.94
3303	   orange	n	9219	0.94
3304	   awful	j	9300	0.93
3305	   admire	v	9016	0.96
3306	   pet	n	9118	0.95
3307	   miracle	n	8981	0.96
3308	   exceed	v	9362	0.92
3309	   rhythm	n	9010	0.96
3310	   widespread	j	9319	0.93
3311	   killing	n	9109	0.95
3312	   lovely	j	9327	0.92
3313	   sin	n	9048	0.95
3314	   charity	n	9054	0.95
3315	   script	n	8924	0.96
3316	   tactic	n	8993	0.96
3317	   identification	n	9793	0.88
3318	   transformation	n	9561	0.90
3319	   everyday	j	9065	0.95
3320	   headline	n	9272	0.92
3321	   crash	v	9101	0.94
3322	   venture	n	9278	0.92
3323	   invasion	n	9412	0.91
3324	   military	n	9288	0.92
3325	   nonetheless	r	9168	0.93
3326	   adequate	j	9406	0.91
3327	   piano	n	8968	0.95
3328	   grocery	n	9017	0.95
3329	   intensity	n	9238	0.92
3330	   exhibit	v	9459	0.90
3331	   high	r	8771	0.97
3332	   blanket	n	9385	0.91
3333	   margin	n	8994	0.95
3334	   principal	j	9218	0.92
3335	   quarterback	n	10014	0.85
3336	   mouse	n	9449	0.90
3337	   rope	n	9300	0.91
3338	   concrete	j	8871	0.96
3339	   prescription	n	9169	0.93
3340	   African-American	j	9121	0.93
3341	   chase	v	8980	0.95
3342	   document	v	9274	0.91
3343	   brick	n	9069	0.93
3344	   recruit	v	9028	0.94
3345	   patch	n	9155	0.93
3346	   consensus	n	9250	0.92
3347	   horror	n	8875	0.95
3348	   recording	n	8866	0.95
3349	   changing	j	9055	0.93
3350	   painter	n	9153	0.92
3351	   colonial	j	9628	0.88
3352	   pie	n	9019	0.94
3353	   sake	n	8954	0.94
3354	   gaze	n	9852	0.86
3355	   courage	n	8720	0.97
3356	   pregnancy	n	8944	0.94
3357	   swear	v	9181	0.92
3358	   defeat	v	8945	0.94
3359	   clue	n	8732	0.97
3360	   reinforce	v	9345	0.90
3361	   win	n	9584	0.88
3362	   confusion	n	8751	0.96
3363	   slice	n	9337	0.90
3364	   occupation	n	9115	0.92
3365	   dear	j	9151	0.92
3366	   coal	n	8928	0.94
3367	   sacred	j	9018	0.93
3368	   criminal	n	8854	0.95
3369	   formula	n	8965	0.94
3370	   cognitive	j	10166	0.83
3371	   collective	j	9384	0.90
3372	   exact	j	8643	0.97
3373	   uncle	n	9355	0.90
3374	   square	n	8906	0.94
3375	   captain	n	9087	0.92
3376	   sigh	v	10099	0.83
3377	   attribute	v	9228	0.91
3378	   dare	v	9033	0.93
3379	   okay	j	9499	0.88
3380	   homeless	j	9149	0.92
3381	   cool	v	8980	0.93
3382	   gallery	n	8963	0.93
3383	   soccer	n	9212	0.91
3384	   defendant	n	9230	0.91
3385	   tunnel	n	9024	0.93
3386	   fitness	n	9261	0.90
3387	   lap	n	9260	0.90
3388	   grave	n	8868	0.94
3389	   toe	n	9047	0.92
3390	   container	n	8956	0.93
3391	   virtue	n	9111	0.91
3392	   abroad	r	8788	0.95
3393	   architect	n	8969	0.93
3394	   dramatically	r	8712	0.95
3395	   makeup	n	8916	0.93
3396	   inquiry	n	9136	0.91
3397	   rose	n	8988	0.92
3398	   surprisingly	r	8704	0.95
3399	   highlight	v	9119	0.91
3400	   decrease	v	9291	0.89
3401	   indication	n	8715	0.95
3402	   rail	n	8826	0.93
3403	   anniversary	n	8676	0.95
3404	   couch	n	9209	0.89
3405	   alliance	n	8948	0.92
3406	   hypothesis	n	9890	0.83
3407	   boyfriend	n	8755	0.94
3408	   compose	v	8866	0.93
3409	   peer	v	9099	0.90
3410	   mess	n	8745	0.94
3411	   rank	v	8879	0.92
3412	   legend	n	8660	0.95
3413	   regulate	v	8856	0.93
3414	   adolescent	n	10568	0.78
3415	   shine	v	8984	0.91
3416	   norm	n	9360	0.88
3417	   upset	v	8570	0.96
3418	   remark	n	8453	0.97
3419	   resign	v	8867	0.92
3420	   reward	n	8662	0.94
3421	   gentle	j	8766	0.93
3422	   related	j	9227	0.89
3423	   organ	n	8596	0.95
3424	   lightly	r	8893	0.92
3425	   concerning	i	9329	0.87
3426	   invent	v	8461	0.96
3427	   laughter	n	9019	0.90
3428	   fit	j	8550	0.95
3429	   northwest	n	8650	0.94
3430	   counseling	n	9303	0.88
3431	   tight	r	8980	0.91
3432	   receiver	n	8882	0.92
3433	   ritual	n	8883	0.92
3434	   insect	n	8814	0.92
3435	   interrupt	v	8757	0.93
3436	   salmon	n	8860	0.92
3437	   favor	n	8403	0.97
3438	   trading	n	8787	0.93
3439	   concern	v	8702	0.93
3440	   magic	j	8506	0.95
3441	   superior	j	8632	0.94
3442	   combat	n	8675	0.94
3443	   stem	n	8963	0.90
3444	   surgeon	n	8519	0.95
3445	   acceptable	j	8723	0.93
3446	   physics	n	9184	0.88
3447	   rape	n	8790	0.92
3448	   counsel	n	9387	0.86
3449	   brush	n	8821	0.92
3450	   jeans	n	8851	0.91
3451	   hunt	v	8812	0.92
3452	   continuous	j	8996	0.90
3453	   log	n	8606	0.94
3454	   echo	v	8477	0.95
3455	   pill	n	8537	0.94
3456	   excited	j	8491	0.95
3457	   sculpture	n	8659	0.93
3458	   compound	n	8573	0.94
3459	   integrate	v	9060	0.89
3460	   flour	n	9103	0.88
3461	   bitter	j	8353	0.96
3462	   bare	j	8943	0.90
3463	   slope	n	8573	0.94
3464	   rent	v	8446	0.95
3465	   presidency	n	8814	0.91
3466	   serving	n	9453	0.85
3467	   subtle	j	8442	0.95
3468	   greatly	r	8648	0.93
3469	   bishop	n	8639	0.93
3470	   drinking	n	8446	0.95
3471	   delay	v	8333	0.96
3472	   cry	n	8648	0.93
3473	   acceptance	n	8870	0.90
3474	   collapse	n	8397	0.95
3475	   shop	v	8509	0.94
3476	   pump	n	8617	0.93
3477	   candy	n	8633	0.93
3478	   evil	n	8391	0.95
3479	   final	n	8964	0.89
3480	   finance	v	8571	0.93
3481	   pleased	j	8502	0.94
3482	   medal	n	8991	0.89
3483	   beg	v	8542	0.93
3484	   sponsor	v	8542	0.93
3485	   ethical	j	9018	0.88
3486	   secondary	j	9121	0.87
3487	   slam	v	9076	0.88
3488	   export	n	9013	0.88
3489	   experimental	j	9019	0.88
3490	   melt	v	8533	0.93
3491	   midnight	n	8440	0.94
3492	   net	j	8563	0.93
3493	   curve	n	8397	0.95
3494	   integrity	n	8463	0.94
3495	   entitle	v	8381	0.95
3496	   evident	j	8753	0.91
3497	   logic	n	8646	0.92
3498	   essence	n	8388	0.94
3499	   park	v	8650	0.92
3500	   exclude	v	8780	0.90
3501	   harsh	j	8092	0.98
3502	   closet	n	8597	0.92
3503	   suburban	j	8463	0.93
3504	   greet	v	8367	0.94
3505	   favor	i	8357	0.94
3506	   interior	n	8370	0.94
3507	   corridor	n	8842	0.89
3508	   murder	v	8462	0.93
3509	   retail	j	8600	0.92
3510	   pitcher	n	8835	0.89
3511	   march	v	8267	0.95
3512	   snake	n	8523	0.92
3513	   pitch	v	8628	0.91
3514	   excuse	v	8722	0.90
3515	   cross	n	8207	0.96
3516	   weakness	n	8275	0.95
3517	   pig	n	8307	0.95
3518	   cold	n	8527	0.92
3519	   classical	j	8475	0.93
3520	   estimated	j	8464	0.93
